Component,MW,RD (m),hh (m),mass (kg),cost ($),model,source,note,OEM,NLR data?,outlier?,US market model?
tower,0.12,20,23.4,5600,,Vestas V20-120,https://en.wind-turbine-models.com/turbines/2707-vestas-v20-120,,Vestas,No,No,Yes
tower,0.075,17,18,4800,,Windmatic WM 17-75,https://en.wind-turbine-models.com/turbines/683-windmatic-wm-17-75,,Windmatic,No,No,Yes
transformer,5.5,158,,14000,,GE 5.X-158,GE 5.X-158 technical documentation,,,No,No,Yes
turbine,1.5,70,60,202400,,Acciona AW-70/1500,https://en.wind-turbine-models.com/turbines/777-acciona-aw-70-1500,,Acciona,No,No,Yes
turbine,1.5,77,60,202500,,Acciona AW-77/1500,https://en.wind-turbine-models.com/turbines/778-acciona-aw-77-1500,,Acciona,No,No,Yes
turbine,1.5,82,80,202500,,Acciona AW-82/1500,https://en.wind-turbine-models.com/turbines/585-acciona-aw-82-1500,,Acciona,No,No,Yes
turbine,3,100,100,1284000,,Acciona AW-100/3000,https://en.wind-turbine-models.com/turbines/142-acciona-aw-100-3000,,Acciona,No,No,Yes
turbine,3,109,100,1284000,,Acciona AW-109/3000,https://en.wind-turbine-models.com/turbines/783-acciona-aw-109-3000,,Acciona,No,No,Yes
turbine,0.75,47,50,74100,,Aeronautica 47-750,https://en.wind-turbine-models.com/turbines/499-aeronautica-47-750,,Aeronautica,No,No,Yes
turbine,0.75,54,50,74100,,Aeronautica 54-750,https://en.wind-turbine-models.com/turbines/500-aeronautica-54-750,,Aeronautica,No,No,Yes
turbine,1.3,62,68,280000,,Bonus B62/1300,https://en.wind-turbine-models.com/turbines/1348-bonus-b62-1300,,Bonus,No,No,Yes
turbine,0.16,23,22.5,25500,,Danwin Danwin 23/160,https://en.wind-turbine-models.com/turbines/599-danwin-danwin-23-160,,Danwin,No,No,Yes
turbine,0.5,40.3,42,150000,,Enercon E-40/5.40,https://en.wind-turbine-models.com/turbines/67-enercon-e-40-5-40,,Enercon,No,No,Yes
turbine,0.25,29.5,42,44000,,FuhrlÃ¤nder FL 250,https://en.wind-turbine-models.com/turbines/280-fuhrlaender-fl-250,,FuhrlÃ¤nder,No,No,Yes
turbine,1,54,70,180000,,FuhrlÃ¤nder FL 1000,https://en.wind-turbine-models.com/turbines/70-fuhrlaender-fl-1000,,FuhrlÃ¤nder,No,No,Yes
turbine,2.5,100,85,500000,,FuhrlÃ¤nder FL 2500/100,https://en.wind-turbine-models.com/turbines/347-fuhrlaender-fl-2500-100,,FuhrlÃ¤nder,No,No,Yes
turbine,2.5,90,85,496000,,FuhrlÃ¤nder LLC WTU2.5-90,https://en.wind-turbine-models.com/turbines/1497-fuhrlaender-llc-wtu2-5-90,,FuhrlÃ¤nder LLC,No,No,Yes
turbine,0.66,47,40,94000,,Gamesa G47,https://en.wind-turbine-models.com/turbines/772-gamesa-g47,,Gamesa,No,No,Yes
turbine,2,80,60,391000,,Gamesa G80,https://en.wind-turbine-models.com/turbines/34-gamesa-g80,,Gamesa,No,No,Yes
turbine,2,87,67,386000,,Gamesa G87,https://en.wind-turbine-models.com/turbines/548-gamesa-g87,,Gamesa,No,No,Yes
turbine,2,90,67,361000,,Gamesa G90,https://en.wind-turbine-models.com/turbines/763-gamesa-g90,,Gamesa,No,No,Yes
turbine,1,57,60,115000,,GC China GC57,https://en.wind-turbine-models.com/turbines/2034-gc-china-gc57,,GC China,No,No,Yes
turbine,0.095,24.4,37,18900,,WEG AGW 100,https://en.wind-turbine-models.com/turbines/1698-weg-agw-100,,WEG,No,No,Yes
turbine,1.5,77.1,61.4,207000,,HEAG HW2/S1500(77),https://en.wind-turbine-models.com/turbines/1440-heag-hw2-s1500-77,,HEAG,No,No,Yes
turbine,0.225,29.8,30,40000,,Micon M 700-225,https://en.wind-turbine-models.com/turbines/377-micon-m-700-225,,Micon,No,No,Yes
turbine,0.6,37,45,85000,,Micon M 1100-600,https://en.wind-turbine-models.com/turbines/1302-micon-m-1100-600,,Micon,No,No,Yes
turbine,1,61.4,50,169000,,Mitsubishi MWT-62/1000A,https://en.wind-turbine-models.com/turbines/589-mitsubishi-mwt-62-1000a,,Mitsubishi,No,No,Yes
turbine,1,57,60,169000,,Mitsubishi MWT-57/1000,https://en.wind-turbine-models.com/turbines/608-mitsubishi-mwt-57-1000,,Mitsubishi,No,No,Yes
turbine,0.5,40.8,39,67000,,NedWind NW 40/500,https://en.wind-turbine-models.com/turbines/1090-nedwind-nw-40-500,,NedWind,No,No,Yes
turbine,0.6,48,46,110000,,NEG Micon NM 48/600,https://en.wind-turbine-models.com/turbines/1173-neg-micon-nm-48-600,,NEG Micon,No,No,Yes
turbine,0.75,48.2,50,115000,,NEG Micon NM 48/750,https://en.wind-turbine-models.com/turbines/311-neg-micon-nm-48-750,,NEG Micon,No,No,Yes
turbine,1.65,72,70,200000,,NEG Micon NM 72/1650,https://en.wind-turbine-models.com/turbines/1300-neg-micon-nm-72-1650,,NEG Micon,No,No,Yes
turbine,0.6,43,40,108000,,Nordex N43,https://en.wind-turbine-models.com/turbines/390-nordex-n43,,Nordex,No,No,Yes
turbine,0.8,52,60,160000,,Nordex N52,https://en.wind-turbine-models.com/turbines/387-nordex-n52,,Nordex,No,No,Yes
turbine,1,54,60,179000,,Nordex N54,https://en.wind-turbine-models.com/turbines/397-nordex-n54,,Nordex,No,No,Yes
turbine,1.3,60,60,227000,,Nordex N60,https://en.wind-turbine-models.com/turbines/77-nordex-n60,,Nordex,No,No,Yes
turbine,0.5,41,42.1,65000,,Nordtank NTK 500/41,https://en.wind-turbine-models.com/turbines/384-nordtank-ntk-500-41,,Nordtank,No,No,Yes
turbine,1.5,64,57,193000,,Nordtank NTK 1500 64,https://en.wind-turbine-models.com/turbines/3-nordtank-ntk-1500-64,,Nordtank,No,No,Yes
turbine,0.225,29.1,30,33600,,Norwin 29 STALL 225,https://en.wind-turbine-models.com/turbines/226-norwin-29-stall-225,,Norwin,No,No,Yes
turbine,2.3,82.4,80,294000,,Siemens SWT-2.3-82,https://en.wind-turbine-models.com/turbines/204-siemens-swt-2-3-82,,Siemens,No,No,Yes
turbine,2.3,93,80,304000,,Siemens SWT-2.3-93,https://en.wind-turbine-models.com/turbines/989-siemens-swt-2-3-93,,Siemens,No,No,Yes
turbine,2.3,101,80,306000,,Siemens SWT-2.3-101,https://en.wind-turbine-models.com/turbines/341-siemens-swt-2-3-101,,Siemens,No,No,Yes
turbine,3,101,80,300000,,Siemens SWT-3.0-101,https://en.wind-turbine-models.com/turbines/66-siemens-swt-3-0-101,,Siemens,No,No,Yes
turbine,0.25,30,30,39900,,Siva 250/50,https://en.wind-turbine-models.com/turbines/477-siva-250-50,,Siva,No,No,Yes
turbine,0.4,34,30,54000,,TURBOWINDS T400-34,https://en.wind-turbine-models.com/turbines/570-turbowinds-t400-34,,TURBOWINDS,No,No,Yes
turbine,0.6,48,50,96000,,TURBOWINDS T600-48,https://en.wind-turbine-models.com/turbines/149-turbowinds-t600-48,,TURBOWINDS,No,No,Yes
turbine,0.225,30,32,19800,,Vergnet GEV MP R 225/30,https://en.wind-turbine-models.com/turbines/2002-vergnet-gev-mp-r-225-30,,Vergnet,No,No,Yes
turbine,0.12,20,23.4,11900,,Vestas V20-120,https://en.wind-turbine-models.com/turbines/2707-vestas-v20-120,,Vestas,No,No,Yes
turbine,0.225,27,30,19800,,Vestas V27,https://en.wind-turbine-models.com/turbines/274-vestas-v27,,Vestas,No,No,Yes
turbine,0.5,39,40.5,85000,,Vestas V39,https://en.wind-turbine-models.com/turbines/383-vestas-v39,,Vestas,No,No,Yes
turbine,0.6,42,40.5,67000,,Vestas V42,https://en.wind-turbine-models.com/turbines/109-vestas-v42,,Vestas,No,No,Yes
turbine,0.6,44,40.5,87000,,Vestas V44,https://en.wind-turbine-models.com/turbines/272-vestas-v44,,Vestas,No,No,Yes
turbine,0.66,47,40,94000,,Vestas V47,https://en.wind-turbine-models.com/turbines/13-vestas-v47,,Vestas,No,No,Yes
turbine,1.65,66,60,220000,,Vestas V66-1.65,https://en.wind-turbine-models.com/turbines/15-vestas-v66-1-65,,Vestas,No,No,Yes
turbine,2,66,60,226000,,Vestas V66-2.0,https://en.wind-turbine-models.com/turbines/1277-vestas-v66-2-0,,Vestas,No,No,Yes
turbine,1.8,80,60,309000,,Vestas V80-1.8,https://en.wind-turbine-models.com/turbines/1350-vestas-v80-1-8,,Vestas,No,No,Yes
turbine,1.5,82,94,320000,,Vestas V82-1.5,https://en.wind-turbine-models.com/turbines/1727-vestas-v82-1-5,,Vestas,No,No,Yes
turbine,1.8,90,80,331000,,Vestas V90-1.8,https://en.wind-turbine-models.com/turbines/971-vestas-v90-1-8,,Vestas,No,No,Yes
turbine,3,90,80,396000,,Vestas V90-3.0,https://en.wind-turbine-models.com/turbines/603-vestas-v90-3-0,,Vestas,No,No,Yes
turbine,0.1,17.9,18,11500,,WES 18/100,https://en.wind-turbine-models.com/turbines/924-wes-18-100,,WES,No,No,Yes
turbine,0.075,17,18,10100,,Windmatic WM 17-75,https://en.wind-turbine-models.com/turbines/683-windmatic-wm-17-75,,Windmatic,No,No,Yes
turbine,0.25,29.2,31,47000,,Wind World W3000/250,https://en.wind-turbine-models.com/turbines/379-wind-world-w3000-250,,Wind World,No,No,Yes
turbine,2,100,80,230000,,V100-2.0,Vestas material use brochure,,,No,No,Yes
turbine,2,110,80,248000,,V110-2.0,Vestas material use brochure,,,No,No,Yes
turbine,2.2,120,122,317000,,V120-2.2,Vestas material use brochure,,,No,No,Yes
turbine,3.5,112,94,438000,,V112-3.45,Vestas material use brochure,,,No,No,Yes
turbine,3.5,117,91.5,436000,,V117-3.45,Vestas material use brochure,,,No,No,Yes
turbine,3.5,126,117,530000,,V126-3.45,Vestas material use brochure,,,No,No,Yes
turbine,3.5,136,112,570000,,V136-3.45,Vestas material use brochure,,,No,No,Yes
turbine,4.2,136,112,544000,,V136-4.2,Vestas material use brochure,,,No,No,Yes
turbine,4.5,136,112,466000,,V136-4.5,Vestas material use brochure,,,No,No,Yes
turbine,4.2,150,155,682000,,V150-4.2,Vestas material use brochure,,,No,No,Yes
turbine,4.5,150,105,446000,,V150-4.5,Vestas material use brochure,,,No,No,Yes
turbine,4.5,163,98,501000,,V163-4.5,Vestas material use brochure,,,No,No,Yes
turbine,6,150,155,773000,,V150-6.0,Vestas material use brochure,,,No,No,Yes
turbine,2.5,100,85,309842,,GE2.5-100,GE 3.X technical documentation,,,No,No,Yes
turbine,2.5,120,85,316685,,GE2.5-120,GE 3.X technical documentation,,,No,No,Yes
turbine,2.8,100,85,309842,,GE2.75-100,GE 3.X technical documentation,,,No,No,Yes
turbine,2.9,103,85,310217,,GE2.85-103,GE 3.X technical documentation,,,No,No,Yes
turbine,2.5,120,110,432493,,GE2.5-120,GE 3.X technical documentation,,,No,No,Yes
turbine,2.5,120,120,487593,,GE2.5-120,GE 3.X technical documentation,,,No,No,Yes
turbine,2.9,103,98,386200,,GE2.85-103,GE 3.X technical documentation,,,No,No,Yes
blade,0.75,48.2,50,3400,,NEG Micon NM 48/750,"TIC 247'002 GB: Weights, Dimensons & Transport Guidelines",JAK,NEG Micon,Yes,No,Yes
hub,0.75,48.2,50,3000,,NEG Micon NM 48/750,"TIC 247'002 GB: Weights, Dimensons & Transport Guidelines",JAK,NEG Micon,Yes,No,Yes
low speed shaft,0.75,48.2,50,2300,,NEG Micon NM 48/750,"TIC 247'002 GB: Weights, Dimensons & Transport Guidelines",JAK,NEG Micon,Yes,No,Yes
gearbox,0.75,48.2,50,5500,,NEG Micon NM 48/750,"TIC 247'002 GB: Weights, Dimensons & Transport Guidelines",JAK,NEG Micon,Yes,No,Yes
generator,0.75,48.2,50,3200,,NEG Micon NM 48/750,"TIC 247'002 GB: Weights, Dimensons & Transport Guidelines",JAK,NEG Micon,Yes,No,Yes
bedplate,0.75,48.2,50,5500,,NEG Micon NM 48/750,"TIC 247'002 GB: Weights, Dimensons & Transport Guidelines",JAK,NEG Micon,Yes,No,Yes
transformer,0.75,48.2,50,4000,,NEG Micon NM 48/750,"TIC 247'002 GB: Weights, Dimensons & Transport Guidelines",JAK,NEG Micon,Yes,No,Yes
gearbox,0.85,52,36.5,5400,,Vestas V52,https://www.mdpi.com/1996-1073/14/4/915,JAK,Vestas,Yes,No,Yes
blade,1.5,77,61,5970,,GE 1.5 sle,"Technical Documentation, Transport Description, Dimensions and Weights",JAK,GE Vernova,Yes,No,Yes
hub,1.5,77,61,17000,,GE 1.5 sle,"Technical Documentation, Transport Description, Dimensions and Weights",JAK,GE Vernova,Yes,No,Yes
low speed shaft,1.5,77,61,6600,,GE 1.5 sle,Drawing 104W1435,JAK,GE Vernova,Yes,No,Yes
main bearing,1.5,77,61,2100,,GE 1.5 sle,Drawing 104W1435,JAK,GE Vernova,Yes,No,Yes
gearbox,1.5,77,61,15800,,GE 1.5 sle,Drawing 104W1435,JAK,GE Vernova,Yes,No,Yes
generator,1.5,77,61,8450,,GE 1.5 sle,Drawing 104W1435,JAK,GE Vernova,Yes,No,Yes
nacelle,1.5,77,61,50950,,GE 1.5 sle,"Technical Documentation, Transport Description, Dimensions and Weights",JAK,GE Vernova,Yes,No,Yes
gearbox,2.8,127,89,19150,,GE 2.8-127,Nameplate,JAK,GE Vernova,Yes,No,Yes
generator,2.8,127,89,8200,,GE 2.8-127,Nameplate,JAK,GE Vernova,Yes,No,Yes
gearbox,2,87,67,14650,,Gamesa G87,https://www.gamesagearbox.com/wp-content/uploads/2023/09/G2000PL.pdf,JAK,Gamesa,Yes,No,Yes
low speed shaft,2,97,78,6150,,Gamesa G97,Drawing GP109611,JAK,Gamesa,Yes,No,Yes
gearbox,2,97,78,14650,,Gamesa G97,https://www.gamesagearbox.com/wp-content/uploads/2023/09/G2000PL.pdf,JAK,Gamesa,Yes,No,Yes
gearbox,3.3,132,84,27000,,Gamesa G132,https://www.gamesagearbox.com/wp-content/uploads/2023/09/3XG132.pdf,JAK,Gamesa,Yes,No,Yes
gearbox,5,145,90,34000,,SG145,https://www.gamesagearbox.com/wp-content/uploads/2023/11/5XSG155-170.pdf,JAK,Siemens Gamesa,Yes,No,Yes
main bearing,3.3,148,100,,60000,ATB 3.3. MW,,JAK (GE/miba project),GE Vernova,Yes,No,Yes
